open_porch_sf,mas_vnr_area,lot_area,bsmtfin_type_1,ms_zoning,lot_config
102,300.0,13173,6,RL,Corner
60,0.0,9488,1,RL,Inside
0,114.0,13526,4,RL,CulDSac
0,0.0,10410,1,RL,Inside
36,0.0,12000,6,RM,Inside
45,0.0,7830,1,RL,Inside
0,0.0,8850,1,RM,Corner
49,178.0,7132,6,RL,Inside
0,0.0,9937,4,RL,Corner
0,0.0,5720,1,RM,Inside
136,420.0,12585,2,RL,Inside
0,0.0,11103,1,RL,Corner
50,0.0,8013,6,RL,Corner
52,122.0,10872,6,RL,Inside
64,886.0,11305,6,RL,Inside
0,69.0,9100,1,RL,Inside
0,0.0,39104,2,RL,CulDSac
48,492.0,10110,6,RL,Inside
100,0.0,9786,1,RM,Inside
53,174.0,3811,6,RM,Inside
0,16.0,3010,6,RL,Inside
100,0.0,3435,6,FV,Corner
133,203.0,10800,4,RL,Inside
76,120.0,10456,6,RL,Inside
0,0.0,8475,5,RL,Inside
73,506.0,8197,6,RL,Inside
44,366.0,10994,6,RL,Corner
0,0.0,6000,3,RM,Inside
0,0.0,7288,3,RM,Inside
0,0.0,13360,5,RL,Inside
29,183.0,10335,6,RL,Inside
0,259.0,11767,3,RL,Inside
0,0.0,5400,3,RL,Inside
36,244.0,9100,6,RL,Inside
18,120.0,7728,5,RL,Inside
40,0.0,8778,1,RL,Inside
36,210.0,8487,6,RL,FR2
54,199.0,9930,6,RL,Inside
207,0.0,17500,6,RL,Inside
44,294.0,10206,1,RL,Inside
174,284.0,14587,1,RL,Inside
0,89.0,7800,5,RL,Inside
60,0.0,4960,1,RL,Inside
90,0.0,7392,1,RM,Inside
0,0.0,7424,6,RL,Inside
40,50.0,2522,1,RM,Inside
0,0.0,3672,1,RM,Inside
0,0.0,7706,3,RL,Inside
82,276.0,12929,6,RL,Inside
0,0.0,9316,3,RL,Inside
76,210.0,12122,5,RL,Corner
74,290.0,12352,6,RL,CulDSac
70,192.0,12447,1,RL,Inside
0,0.0,7500,6,RL,Inside
112,0.0,6120,1,RM,Corner
0,0.0,9576,3,RM,Inside
84,385.0,9942,6,RL,Inside
0,0.0,7898,1,RL,Corner
22,0.0,21872,6,RL,FR2
117,299.0,10005,4,RL,Inside
48,0.0,12393,1,RL,FR2
30,0.0,9000,1,FV,Inside
48,16.0,7875,1,RL,Inside
0,0.0,6000,4,RM,Inside
0,272.0,10175,4,RL,Inside
57,0.0,13600,1,RM,Inside
24,0.0,12172,2,RL,Inside
32,0.0,10237,1,RL,Inside
0,0.0,7000,6,RL,Inside
187,0.0,11228,4,RL,CulDSac
240,0.0,8000,4,RL,Inside
51,0.0,10728,1,FV,Inside
0,145.0,6000,1,RM,Inside
38,132.0,8760,6,RL,Inside
112,378.0,16033,6,RL,FR2
75,0.0,9024,1,RL,Inside
26,258.0,11563,6,RL,Inside
0,425.0,1680,3,RM,Inside
90,0.0,8760,6,RL,Inside
0,0.0,9600,4,RL,Inside
0,170.0,4435,6,RM,Inside
0,510.0,1680,5,RM,Inside
0,0.0,7599,5,RL,Corner
0,0.0,7264,1,RL,Inside
112,302.0,11825,1,RL,Inside
48,180.0,10200,6,RL,Inside
72,616.0,8849,6,RL,Inside
0,92.0,11184,2,RL,Inside
0,0.0,8820,2,RM,Corner
61,0.0,6615,1,RL,Inside
105,98.0,8773,6,RL,FR2
166,0.0,11088,6,RL,Corner
130,140.0,9158,1,RL,Inside
0,0.0,8280,1,RL,Inside
0,0.0,8544,0,RL,Corner
0,0.0,8635,2,RM,Inside
0,0.0,12735,4,RL,FR2
56,72.0,11000,1,RL,FR2
0,0.0,7590,1,RL,Inside
0,170.0,4435,6,RM,Inside
20,120.0,10152,4,RL,Inside
0,72.0,10295,3,RL,FR2
0,0.0,7763,3,RL,Inside
59,0.0,17120,0,RL,Inside
52,250.0,13870,6,RL,Inside
78,391.0,10120,6,RL,Inside
123,0.0,10820,6,RL,CulDSac
24,0.0,9600,3,RM,Inside
40,0.0,8121,1,RL,Inside
49,430.0,13758,6,RL,Inside
32,190.0,9771,2,RL,Corner
104,333.0,10448,1,RL,Corner
0,0.0,8635,4,RM,Inside
278,177.0,11980,6,RL,Inside
40,0.0,12327,6,RL,Inside
0,84.0,11512,5,RL,Corner
70,234.0,14684,5,RL,CulDSac
24,0.0,2665,1,RM,Inside
64,0.0,18044,1,RL,CulDSac
53,0.0,9245,1,RL,Inside
0,0.0,7200,0,RL,Inside
0,0.0,6000,5,RM,Inside
191,0.0,3628,1,FV,Inside
0,0.0,9156,1,RL,Inside
106,320.0,9066,6,RL,Inside
0,0.0,7244,5,RL,Inside
211,0.0,10152,4,RL,Inside
234,76.0,3000,6,FV,Inside
0,340.0,17360,3,RL,Corner
0,0.0,15957,6,RL,Corner
0,0.0,9600,5,RL,FR2
61,0.0,10667,6,RL,CulDSac
105,68.0,10530,1,RL,Inside
104,288.0,17082,5,RL,CulDSac
0,0.0,16287,5,RL,Inside
0,0.0,11050,2,RL,Inside
547,0.0,10440,2,RM,Corner
26,0.0,2665,5,RM,Inside
25,320.0,10389,6,RL,Inside
60,383.0,9658,1,RL,Inside
119,240.0,14122,6,RL,Inside
120,184.0,21000,5,RL,Corner
38,0.0,8737,3,RL,Inside
0,76.0,8750,4,RL,Inside
36,0.0,8499,1,RL,Inside
0,0.0,11072,1,RL,Inside
0,0.0,6762,6,RL,Inside
65,400.0,15431,6,RL,Inside
24,894.0,3230,6,FV,Inside
243,0.0,10800,5,RL,Inside
214,0.0,11143,1,FV,Corner
18,0.0,8925,6,RL,Inside
0,0.0,10356,4,RL,Corner
0,67.0,12299,6,RL,Inside
67,0.0,9900,3,RL,Inside
54,108.0,6762,6,RL,Inside
215,172.0,11625,4,RL,Inside
0,0.0,6435,1,RL,Inside
155,90.0,8450,4,RL,Inside
225,382.0,11577,6,RL,Inside
36,62.0,8340,6,RL,Inside
0,0.0,10708,2,RL,Inside
0,0.0,6911,2,RM,FR2
116,425.0,8800,4,RL,Inside
40,68.0,10739,6,RL,Inside
0,336.0,9572,6,RL,Inside
0,0.0,8012,4,RL,Inside
50,0.0,16226,6,RL,Inside
0,0.0,10899,0,RL,Inside
199,443.0,4500,6,RM,FR2
0,0.0,16647,5,RL,CulDSac
0,0.0,8707,1,RL,FR2
0,86.0,8300,3,RL,Inside
34,0.0,9770,3,RL,Inside
41,0.0,17400,5,RL,Inside
82,0.0,5070,1,RL,Inside
0,32.0,7920,5,RL,Inside
48,200.0,7020,6,RM,Inside
0,0.0,7500,4,RL,Inside
46,248.0,10612,6,RL,Inside
0,0.0,6120,2,RM,Inside
0,0.0,12376,6,RL,Corner
0,180.0,10004,3,RL,Inside
0,0.0,8250,0,RL,Inside
20,0.0,11175,1,RL,Corner
160,0.0,8660,1,RM,Inside
0,41.0,12375,4,RL,Inside
138,101.0,8658,3,RL,Inside
48,0.0,8063,1,RL,Inside
50,0.0,8235,2,RM,Inside
0,0.0,11700,3,RL,Inside
312,0.0,12961,6,RL,Inside
85,0.0,8450,4,RL,Inside
260,0.0,22950,1,RM,Inside
53,473.0,5748,6,RM,Inside
113,0.0,7500,6,FV,Inside
0,0.0,10042,2,RL,Corner
166,0.0,2544,1,FV,Inside
34,218.0,3768,6,FV,FR2
0,0.0,10320,1,RM,Inside
0,0.0,9734,6,RL,Inside
20,14.0,3182,6,RL,Inside
0,0.0,8872,1,RL,Inside
82,0.0,12198,3,RL,Inside
24,0.0,8480,6,RL,Corner
0,0.0,10200,5,RL,Inside
0,0.0,9555,0,RL,CulDSac
0,0.0,7200,3,RL,Inside
137,0.0,53227,4,RL,CulDSac
0,0.0,9100,4,RL,Inside
70,0.0,9600,3,RL,Inside
0,0.0,14175,3,RL,Inside
228,280.0,14277,6,RL,Inside
45,0.0,9000,1,RL,FR2
78,554.0,13693,6,RL,Inside
20,130.0,3635,5,RL,Inside
24,242.0,10933,6,RL,Inside
39,0.0,8450,6,RL,Inside
0,0.0,8550,4,RL,Inside
70,226.0,12182,4,RL,Corner
0,0.0,6120,1,RM,Inside
204,0.0,10800,1,RL,Inside
0,0.0,12760,1,RL,Inside
84,0.0,7655,1,RL,CulDSac
0,0.0,10560,3,RM,Inside
30,0.0,7500,1,RL,Inside
48,180.0,9505,1,RL,CulDSac
72,0.0,10205,4,RL,Inside
56,0.0,4379,6,FV,FR2
0,0.0,7800,3,RM,Inside
16,45.0,7000,3,RL,Inside
0,0.0,13053,1,RL,Inside
0,0.0,8400,3,RL,Inside
0,0.0,6000,1,RM,Corner
0,0.0,6240,2,RM,Inside
62,112.0,31770,4,RL,Corner
134,272.0,12474,6,RL,Inside
80,0.0,9600,5,RL,Inside
0,0.0,8574,1,RL,Inside
207,480.0,14418,6,RL,Inside
39,102.0,10400,6,RL,Inside
0,0.0,15564,1,RL,Inside
32,130.0,13543,6,RL,Corner
0,0.0,5925,0,RM,Corner
0,0.0,24090,1,RL,Inside
0,238.0,9600,6,RL,Inside
63,214.0,8158,1,RL,Inside
108,0.0,5220,1,RL,Inside
0,0.0,8172,3,RL,Inside
44,74.0,9000,2,RL,Inside
0,203.0,7844,5,RL,Inside
0,0.0,9084,1,RL,Inside
93,0.0,8556,1,RL,Inside
0,51.0,9100,2,RL,Inside
0,0.0,8668,1,RL,Corner
41,0.0,11767,3,RL,Inside
35,109.0,8400,6,RL,Inside
78,0.0,3874,6,RL,Inside
26,112.0,8076,6,RL,Inside
46,364.0,10090,3,RL,Inside
0,0.0,8877,5,RL,Inside
24,212.0,11058,6,RL,Corner
25,0.0,10800,1,RM,Inside
18,0.0,10936,1,RL,Inside
24,0.0,8461,1,RL,Inside
72,0.0,7518,1,RM,FR3
48,0.0,8010,1,RL,Inside
40,87.0,10050,6,RL,Inside
108,0.0,4740,6,RL,Inside
0,0.0,6978,1,RM,Inside
140,705.0,11400,6,RL,Inside
0,0.0,9240,5,RL,Inside
32,0.0,2304,6,RL,Inside
0,0.0,7223,4,RL,Inside
48,0.0,3612,6,RH,Inside
48,102.0,12680,6,RL,Inside
0,0.0,10176,6,RL,Inside
0,0.0,10780,5,RL,Inside
0,340.0,8544,0,RL,Inside
0,513.0,10646,6,FV,Corner
36,237.0,8400,1,RL,Inside
0,0.0,15428,3,RL,Inside
140,0.0,11216,1,FV,Inside
0,99.0,10140,5,RL,Inside
20,0.0,3964,5,RM,Inside
44,248.0,11428,1,RL,Inside
66,42.0,10421,6,RL,Inside
148,0.0,13500,1,RM,Corner
0,200.0,9000,4,RL,Inside
0,0.0,8089,6,RL,Inside
32,216.0,2117,6,FV,Inside
127,353.0,10625,1,FV,Inside
0,0.0,8413,6,FV,Inside
502,0.0,13500,1,RM,Inside
0,115.0,15676,5,RL,Inside
114,290.0,9950,6,RL,Inside
0,250.0,15410,4,RL,CulDSac
0,0.0,6000,2,RM,Inside
75,0.0,8402,1,RL,Inside
0,296.0,10655,6,RL,Inside
0,1.0,10150,3,RL,Inside
20,196.0,10084,6,RL,Inside
33,0.0,16285,1,RL,Inside
32,1129.0,3230,6,FV,Corner
0,0.0,21579,4,RL,CulDSac
45,0.0,8320,6,RL,Inside
0,0.0,6960,5,RL,Inside
40,0.0,21930,1,RL,Inside
0,0.0,6600,5,RL,Inside
0,0.0,8405,0,RL,Inside
0,554.0,11778,6,RL,Inside
0,0.0,8967,1,RM,Corner
120,300.0,10562,6,RL,Inside
144,0.0,12864,6,RL,CulDSac
102,0.0,13695,6,RL,Inside
0,168.0,10289,5,RL,Inside
72,200.0,15431,6,RL,Inside
0,0.0,11120,4,RL,CulDSac
0,0.0,9069,2,RL,Inside
0,44.0,47280,1,RL,Inside
75,0.0,7875,1,RL,Inside
0,0.0,6600,6,RL,Inside
0,1031.0,13682,1,RL,CulDSac
110,305.0,9150,6,RL,Corner
0,60.0,7150,4,RL,Inside
0,128.0,12285,4,RL,Inside
418,0.0,17920,5,RL,Inside
20,130.0,3684,1,RL,Inside
0,0.0,7006,3,RM,Inside
103,0.0,8390,1,RL,Inside
20,0.0,5784,1,RM,Inside
23,120.0,9135,6,RL,Inside
0,320.0,10496,3,RL,Inside
0,0.0,13650,5,RL,Inside
0,20.0,8308,4,RL,Inside
0,160.0,9450,4,RL,Corner
22,0.0,9317,6,RL,Inside
51,88.0,7153,6,RL,Inside
98,80.0,8814,6,RL,Inside
56,0.0,9849,1,RL,Inside
95,406.0,14463,6,RL,Corner
0,0.0,5190,1,RL,Inside
0,164.0,9750,3,RM,Inside
0,0.0,6000,5,RM,Inside
0,0.0,8712,1,C (all),Inside
100,0.0,11851,4,RM,Inside
0,72.0,13811,6,RL,Inside
0,295.0,10143,3,RL,Inside
0,228.0,18265,6,RL,Corner
90,0.0,4224,5,RM,Inside
29,0.0,12615,5,RL,Corner
252,236.0,14536,6,RL,Inside
0,0.0,9187,5,RL,Corner
60,256.0,9900,6,RL,Inside
30,0.0,8333,1,RL,Inside
64,32.0,10147,2,RL,CulDSac
28,0.0,11646,1,RL,Inside
121,0.0,7200,1,FV,Inside
63,123.0,20544,1,RL,CulDSac
90,340.0,9981,4,RL,Corner
35,143.0,8251,6,RL,Inside
20,264.0,10140,4,RL,Inside
0,0.0,8239,0,RM,Inside
0,0.0,5700,3,RM,Corner
68,0.0,7200,5,RL,Corner
142,0.0,9178,1,RL,Inside
55,0.0,4043,5,RL,Inside
100,0.0,4224,6,RM,Inside
176,0.0,11235,5,RL,Inside
55,108.0,8450,1,RL,Inside
34,0.0,11851,1,RL,Corner
0,0.0,4608,1,RM,Corner
36,194.0,9262,1,RL,Inside
45,0.0,12702,0,RM,Inside
30,40.0,2938,6,RL,Inside
108,138.0,18160,4,RL,Inside
304,125.0,11355,4,RL,Corner
0,356.0,1680,3,RM,Inside
150,1095.0,14300,6,RL,Inside
24,0.0,10616,1,RL,Inside
102,154.0,11308,6,RL,Inside
69,660.0,10480,5,RL,Inside
64,0.0,5118,6,RL,Inside
53,186.0,3811,6,RM,Corner
0,174.0,10825,6,RL,Inside
0,0.0,5500,2,RM,Corner
0,0.0,9600,1,RM,Inside
93,0.0,9317,6,RL,Inside
151,0.0,11838,1,RL,Inside
150,110.0,8004,6,FV,Inside
34,0.0,6876,1,RM,Inside
48,196.0,8396,1,RL,Inside
25,0.0,9803,1,RL,Inside
35,176.0,6240,6,RL,Inside
72,0.0,15498,5,RL,Corner
128,0.0,6180,1,RM,Corner
0,0.0,7449,1,RM,Inside
0,0.0,10410,1,RL,Corner
207,0.0,15865,5,RL,Inside
236,0.0,19690,1,RL,CulDSac
16,16.0,3182,6,RL,Inside
0,0.0,9600,3,RM,Inside
0,0.0,11100,0,RL,Inside
0,0.0,13587,3,RL,Inside
265,674.0,11447,6,RL,Inside
96,0.0,7242,1,RL,Inside
0,0.0,7018,0,RL,Inside
30,0.0,9466,2,RL,FR2
60,0.0,8400,4,RL,Corner
142,204.0,11050,6,RL,Inside
47,0.0,11040,3,C (all),Inside
128,92.0,6931,1,RL,Inside
91,68.0,12438,1,RL,Inside
146,506.0,15138,6,RL,Inside
224,298.0,12046,2,RL,Inside
0,291.0,9600,5,RL,Inside
60,210.0,11367,6,RL,Corner
51,0.0,26073,3,RL,CulDSac
0,52.0,7150,4,RL,Inside
54,0.0,15602,5,RL,Inside
0,0.0,10260,0,RL,Inside
121,256.0,12728,6,RL,Inside
29,192.0,11690,1,RL,Inside
64,166.0,9230,6,RL,Corner
0,380.0,1890,5,RM,Inside
36,573.0,9375,6,RL,Inside
36,163.0,3480,1,RL,Inside
0,0.0,17140,5,RL,Inside
120,0.0,8749,6,RL,Inside
0,0.0,11375,3,RL,Inside
16,72.0,3922,1,RL,Inside
0,16.0,3182,6,RL,Inside
0,243.0,9750,3,RL,Inside
107,0.0,13426,6,RL,Corner
50,0.0,10574,1,FV,Inside
108,0.0,8726,1,RL,Inside
48,200.0,7984,1,RL,Inside
0,0.0,8248,1,RL,Inside
26,451.0,9790,5,RL,Inside
80,0.0,7200,4,RL,Inside
0,0.0,7200,3,RL,Inside
53,0.0,8125,1,FV,Inside
0,0.0,8088,1,RL,Inside
16,168.0,12511,5,RL,Corner
0,127.0,1869,3,RM,Inside
0,0.0,9259,1,RL,Corner
183,270.0,16770,6,RL,Corner
55,0.0,4043,5,RL,Inside
210,0.0,9000,1,FV,Inside
140,472.0,12677,6,RL,Inside
192,0.0,12852,6,RL,Corner
211,0.0,10320,1,RM,Corner
0,0.0,10800,2,RM,Inside
99,272.0,19522,6,RL,Inside
111,0.0,13860,6,RL,Inside
35,519.0,11927,4,RL,Inside
172,0.0,9906,1,RM,Inside
120,0.0,4923,6,RL,Inside
0,0.0,7800,3,RL,Inside
20,40.0,3196,1,RL,Inside
28,0.0,9928,1,RM,Inside
54,0.0,6820,6,RL,Corner
119,216.0,13128,1,RL,CulDSac
0,0.0,6240,1,RM,Inside
84,0.0,8000,6,RL,Inside
75,0.0,10410,1,RL,Inside
48,0.0,10800,1,RM,Inside
0,0.0,13300,6,RL,Inside
148,270.0,9588,1,RL,Inside
0,0.0,2308,5,RL,Corner
16,176.0,13383,4,RL,Inside
32,0.0,9350,5,RL,Inside
64,0.0,9892,6,RL,Inside
33,0.0,10541,1,RL,Corner
0,0.0,10284,5,RL,Corner
31,242.0,9660,6,RL,Inside
30,0.0,10179,5,RL,Corner
0,140.0,9533,0,RL,Inside
0,0.0,5830,3,RM,Corner
0,0.0,12099,2,RL,Inside
39,245.0,12665,1,RL,Inside
0,0.0,27650,6,RL,Inside
40,30.0,17600,4,RL,Inside
57,190.0,7162,1,RL,Inside
130,0.0,8685,6,RL,CulDSac
0,0.0,6240,3,RM,Inside
0,0.0,6451,3,RM,Inside
0,220.0,8760,1,RL,Inside
104,246.0,12568,6,RL,Inside
50,502.0,13069,1,RL,Inside
0,257.0,11080,6,RL,Corner
0,0.0,10759,2,RL,Corner
80,85.0,8973,3,RL,Inside
0,0.0,10990,6,RL,CulDSac
44,76.0,3675,6,RM,Inside
0,0.0,8385,1,RL,Inside
68,0.0,5858,6,RH,FR2
78,0.0,3880,6,RL,Inside
0,0.0,1504,4,RM,Inside
0,0.0,11988,2,RL,Inside
55,101.0,10928,2,RL,Inside
36,0.0,10778,6,RL,Inside
0,0.0,10200,1,RL,Inside
0,161.0,9373,5,RL,CulDSac
0,328.0,12085,6,RL,Inside
156,0.0,8100,1,RM,Corner
42,0.0,19950,1,RL,Corner
20,491.0,10197,5,RL,Inside
0,0.0,8160,5,RL,Inside
238,0.0,11426,1,RM,Inside
0,180.0,11344,4,RL,Inside
60,0.0,11002,6,RL,Inside
34,442.0,12137,1,RL,CulDSac
312,0.0,21384,6,RL,Inside
0,0.0,8926,1,RL,Corner
36,0.0,8702,4,RL,Inside
46,0.0,12354,1,RL,Corner
28,256.0,6289,5,RL,Inside
0,0.0,10791,0,RL,Inside
0,0.0,10429,5,RL,Inside
0,0.0,7438,1,RL,Inside
191,302.0,11670,1,RL,Corner
0,0.0,10800,3,RL,Inside
68,122.0,11920,1,RL,Inside
0,0.0,9450,2,RL,Inside
66,144.0,9129,6,RL,Inside
0,0.0,13680,0,RL,CulDSac
40,0.0,9600,1,RL,Inside
86,579.0,14720,6,RL,CulDSac
96,120.0,8750,6,RL,Inside
0,0.0,7130,4,RL,Inside
50,0.0,9350,4,RL,Inside
204,289.0,8963,6,RL,Inside
0,0.0,9780,1,RL,Inside
0,0.0,5805,4,RM,Inside
0,56.0,8243,5,RL,CulDSac
282,424.0,12227,5,RL,Corner
26,106.0,9248,6,RL,Inside
0,0.0,20270,6,RL,CulDSac
0,180.0,7200,6,RM,Inside
184,220.0,9965,6,RL,Inside
30,60.0,16012,3,RL,Inside
0,0.0,8445,6,RL,Corner
150,72.0,9612,1,RL,Inside
48,0.0,10180,3,RL,Corner
24,88.0,7584,2,RL,Inside
50,0.0,4800,1,RM,Inside
0,387.0,11900,3,RL,Corner
10,1600.0,7399,4,FV,Inside
0,200.0,8940,6,RM,Corner
0,0.0,12243,5,RL,Inside
190,418.0,12878,5,RL,Corner
44,0.0,12460,6,RL,FR2
28,0.0,6563,6,RL,CulDSac
0,0.0,9492,3,RL,Inside
0,1047.0,13400,5,RL,Inside
0,0.0,10410,1,RL,Inside
142,0.0,14333,6,RL,Corner
146,652.0,20693,3,RL,Corner
102,100.0,10800,6,FV,Inside
21,0.0,10800,5,RL,Inside
0,0.0,7200,2,RL,Inside
105,0.0,8581,1,RL,Inside
120,0.0,10625,6,FV,Inside
46,0.0,8068,1,RL,Inside
0,0.0,8917,1,RL,Inside
0,504.0,1680,4,RM,Inside
0,0.0,25000,1,RL,Inside
63,0.0,15863,6,RL,Corner
0,365.0,11700,5,RL,Inside
48,0.0,8010,6,FV,Inside
62,166.0,5001,6,RL,Inside
36,163.0,3136,1,RL,Corner
0,0.0,6120,1,RM,Inside
52,0.0,11479,6,RL,Inside
0,0.0,9457,5,RL,Inside
0,0.0,11340,1,RM,Corner
0,0.0,7200,1,RL,Corner
12,46.0,8471,5,RL,Corner
0,143.0,10454,3,RL,Corner
0,0.0,1484,3,RM,Inside
36,240.0,6904,5,RL,Inside
0,0.0,14191,1,RL,Inside
36,0.0,9531,6,RL,CulDSac
16,0.0,6171,4,RL,Inside
78,0.0,9991,4,RL,Corner
0,0.0,9084,2,RL,Inside
0,360.0,2280,5,FV,Inside
0,0.0,10411,1,FV,Corner
0,203.0,8500,3,RL,Inside
42,0.0,17541,4,RL,Corner
50,322.0,9545,6,RL,Corner
44,0.0,14000,6,RL,Inside
0,82.0,10500,5,RL,FR2
0,0.0,13050,3,RL,Inside
0,0.0,1782,6,RM,Inside
68,0.0,10943,6,RH,FR2
0,0.0,4330,3,RM,Inside
0,0.0,11660,1,RL,Inside
166,0.0,3180,1,FV,Inside
0,170.0,4435,6,RM,Inside
0,0.0,7689,6,RL,Inside
136,0.0,8286,3,RL,Corner
128,0.0,10690,3,RM,Inside
51,0.0,7795,6,RL,Inside
36,240.0,7052,6,RL,Inside
0,0.0,9308,3,RL,CulDSac
0,0.0,8125,4,RL,Inside
164,165.0,8035,6,RL,Inside
0,0.0,7937,6,RL,CulDSac
0,0.0,9600,4,RL,Inside
35,94.0,6955,1,RL,Inside
0,0.0,21370,0,RL,FR2
67,0.0,10126,6,RM,Corner
0,0.0,2364,5,RL,Inside
158,0.0,3600,1,RM,Inside
140,0.0,8741,2,RL,Inside
96,0.0,5436,4,RM,Inside
0,50.0,14149,2,RL,Inside
0,0.0,5000,1,RM,Corner
166,216.0,2544,6,FV,Inside
24,0.0,5000,5,RM,Corner
0,0.0,12493,5,RL,Inside
60,112.0,10368,5,RL,CulDSac
0,300.0,6360,3,RM,Corner
244,0.0,10357,6,RL,Corner
0,31.0,9819,4,RL,Inside
0,0.0,7936,4,RL,Inside
68,0.0,8773,6,RH,FR2
0,30.0,11235,4,RL,Inside
0,0.0,12886,5,RL,Inside
39,160.0,14892,6,RL,CulDSac
10,0.0,6240,2,RM,Inside
24,0.0,11645,6,RL,Inside
63,304.0,14977,6,RL,Inside
0,0.0,9100,1,RL,Inside
0,168.0,8400,4,RL,Inside
0,0.0,7420,3,RL,Inside
0,0.0,9525,2,RL,Inside
0,0.0,7425,1,RM,Corner
0,0.0,7990,1,RL,Inside
0,0.0,1300,5,RM,Inside
241,0.0,3606,6,FV,Inside
0,0.0,8978,1,RL,Corner
0,0.0,9079,4,RL,Inside
36,0.0,1700,6,RL,Inside
0,0.0,9571,1,RL,Inside
40,251.0,9938,6,RL,Inside
0,0.0,9000,4,C (all),Inside
0,0.0,12395,5,RL,Corner
0,0.0,9638,5,RL,CulDSac
32,132.0,13418,1,RL,Inside
144,0.0,17597,6,RL,Inside
240,300.0,8872,5,RL,Corner
0,0.0,3982,6,RL,Inside
50,0.0,7134,5,RL,Inside
0,456.0,2117,6,FV,Inside
120,0.0,5500,6,RL,Inside
0,188.0,11553,4,RL,Inside
0,0.0,7150,3,RL,Inside
0,0.0,6285,2,RL,Inside
96,0.0,7500,6,FV,Inside
0,80.0,2001,1,RM,Inside
108,144.0,19508,5,RL,Inside
0,200.0,7176,6,RL,CulDSac
33,306.0,10652,1,RL,Inside
0,0.0,11235,5,RL,Corner
0,0.0,10265,5,RL,Inside
55,0.0,14541,6,RL,Corner
75,379.0,10184,5,RL,Inside
76,528.0,46589,6,RL,CulDSac
210,0.0,10625,1,FV,Inside
56,278.0,5911,6,RL,Inside
0,226.0,8987,1,RL,Inside
0,0.0,17871,1,RL,Inside
0,0.0,11500,4,RL,Inside
98,513.0,12257,2,RL,Inside
92,526.0,9044,6,RL,Inside
0,504.0,1680,4,RM,Inside
73,148.0,9468,6,RL,CulDSac
0,84.0,9373,3,RL,Corner
35,0.0,7000,6,FV,Inside
39,0.0,10186,6,RL,Inside
93,0.0,11664,6,RL,Corner
21,0.0,10768,5,RL,Corner
86,194.0,10530,6,RL,Inside
60,27.0,14859,1,RL,CulDSac
32,0.0,10481,1,RL,Inside
92,0.0,9350,5,RL,Inside
28,86.0,6718,6,RL,Inside
0,23.0,11855,6,RL,Inside
48,0.0,12394,1,RL,Corner
0,0.0,7000,5,RM,Corner
45,284.0,10367,6,RL,Inside
85,0.0,15240,6,RL,FR2
72,0.0,50271,6,RL,Inside
42,176.0,13600,4,RL,Inside
61,24.0,6762,6,RL,Inside
60,106.0,8500,1,RL,FR2
0,0.0,8877,2,RL,Inside
0,0.0,15611,5,RL,Corner
0,0.0,13300,3,RL,Inside
0,84.0,6500,4,RL,Inside
0,0.0,9525,3,RL,Inside
0,0.0,6993,4,RL,Inside
128,673.0,9430,6,RL,Inside
65,220.0,11029,4,RL,Corner
180,402.0,14311,6,RL,FR3
102,0.0,3604,1,FV,Corner
0,0.0,10320,2,RM,Inside
68,28.0,10603,5,RL,Inside
0,340.0,4084,6,RL,Inside
0,192.0,7943,3,RL,Inside
0,120.0,6930,4,RL,Inside
0,279.0,7200,1,RM,Inside
0,734.0,16052,6,RL,CulDSac
0,60.0,7150,2,RL,Inside
192,0.0,5350,4,RM,Corner
0,0.0,5400,1,RL,Corner
0,450.0,9535,4,RL,Inside
32,170.0,7441,1,RL,Inside
40,0.0,15400,1,RL,Inside
0,0.0,10544,4,RL,Inside
0,60.0,10936,1,RL,Corner
40,44.0,11316,6,RL,Corner
60,0.0,8640,6,FV,Inside
123,650.0,12090,1,RL,Corner
0,23.0,7939,6,RL,Inside
0,108.0,9350,2,RL,Inside
0,0.0,7750,6,RL,Inside
0,176.0,13001,5,RL,Inside
112,242.0,13607,5,RL,Inside
0,170.0,4435,6,RM,Inside
53,174.0,3843,6,RM,Inside
73,0.0,5950,6,RL,Inside
0,0.0,12400,4,RL,Inside
0,0.0,10425,3,RL,Inside
0,76.0,16269,6,RL,CulDSac
70,120.0,8998,6,RL,Inside
120,256.0,10400,1,RL,Inside
39,0.0,10134,1,RL,Inside
0,0.0,7007,0,RL,Inside
98,76.0,11645,6,RL,Inside
0,0.0,8250,5,RL,Corner
0,28.0,11027,4,RL,Inside
98,450.0,12350,6,RL,Inside
102,0.0,18275,5,RL,Inside
46,336.0,9206,1,RL,Inside
38,176.0,6240,6,RL,Inside
0,0.0,9656,1,RM,Inside
21,38.0,7875,1,RL,Inside
154,370.0,16259,1,RL,Corner
0,75.0,6173,6,RL,Inside
0,128.0,12890,1,RL,Inside
256,0.0,10440,1,FV,Corner
0,0.0,9532,4,RL,Inside
16,72.0,3922,1,RL,Inside
0,0.0,8730,1,RL,Inside
0,0.0,6060,5,C (all),Inside
98,315.0,14450,1,RL,Inside
0,0.0,5400,1,RM,Inside
45,410.0,10000,1,RL,Inside
0,54.0,10007,5,RL,Inside
0,0.0,7830,2,RM,Inside
146,434.0,11727,1,RL,Corner
0,0.0,10320,3,RM,Inside
0,63.0,10482,6,RL,Inside
116,724.0,15274,6,RL,Corner
0,0.0,8800,2,RL,Inside
