overall_qual,age,exter_qual,bsmt_qual,total_bsmt_sf,heating_qc,1st_flr_sf,gr_liv_area,total_bath,kitchen_qual,totrms_abvgrd,fireplace_qu,garage_age,garage_finish,garage_cars,house_style,exterior_1st,mas_vnr_type,foundation,garage_type,saleprice
5,45,3,3,1050.0,3,1050,1050,2.0,3,6,0,45.0,1,1.0,1Story,Wd Sdng,None,CBlock,Attchd,136500
8,12,4,4,2062.0,5,2079,2687,2.5,4,9,0,12.0,3,2.0,2Story,CemntBd,None,PConc,Attchd,270000
6,33,3,4,1602.0,4,1252,1252,2.0,3,4,4,48.0,2,2.0,1Story,BrkFace,None,CBlock,Attchd,235000
7,9,3,4,384.0,5,774,1430,2.5,3,7,3,10.0,2,2.0,SLvl,VinylSd,None,PConc,BuiltIn,156000
5,5,3,4,1114.0,5,1114,1114,3.0,4,6,0,5.0,1,2.0,1Story,VinylSd,None,PConc,Detchd,153000
6,10,3,5,1224.0,5,1224,1224,3.0,3,5,0,10.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,165000
9,1,4,4,1122.0,5,1134,2504,2.5,5,11,4,3.0,3,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,325000
5,57,3,3,728.0,5,760,1355,2.0,3,5,0,41.0,1,2.0,1.5Fin,VinylSd,None,CBlock,Detchd,140000
6,44,3,3,741.0,2,1497,2294,3.0,3,9,4,44.0,1,2.0,SLvl,HdBoard,BrkFace,CBlock,Attchd,202500
9,0,5,5,1702.0,5,1702,1702,2.5,5,7,4,0.0,3,3.0,1Story,MetalSd,BrkFace,PConc,Attchd,367294
6,19,4,4,1461.0,5,1509,1509,3.0,4,5,2,20.0,2,2.0,SLvl,HdBoard,BrkFace,CBlock,Attchd,175000
7,36,3,3,756.0,4,961,1717,2.0,4,7,4,8.0,1,3.0,2Story,Wd Sdng,None,BrkTil,Detchd,140000
7,22,3,4,1265.0,4,1240,1240,2.5,4,6,0,22.0,1,2.0,1Story,Plywood,None,CBlock,Attchd,174000
7,3,4,4,856.0,5,1166,1166,3.0,4,5,0,3.0,3,2.0,SLvl,VinylSd,Stone,PConc,Attchd,190000
6,16,3,3,1592.0,4,1652,1652,2.5,4,6,4,48.0,2,2.0,1Story,MetalSd,BrkFace,CBlock,Attchd,200000
6,41,3,4,896.0,3,1182,2142,2.5,4,8,4,41.0,3,1.0,2Story,VinylSd,BrkFace,CBlock,Attchd,193500
6,44,3,4,1092.0,5,1092,1092,2.0,3,6,0,44.0,2,2.0,1Story,HdBoard,Stone,CBlock,Attchd,145000
7,56,4,3,1022.0,5,1122,1671,2.0,3,7,4,43.0,1,2.0,1.5Fin,Stucco,BrkFace,BrkTil,Detchd,218000
5,4,3,0,0.0,4,1488,1488,1.0,3,7,5,4.0,2,2.0,1Story,Wd Sdng,BrkFace,Slab,Attchd,135000
5,54,3,3,1444.0,5,1624,1624,2.0,3,6,4,54.0,2,1.0,1Story,Wd Sdng,Stone,CBlock,Attchd,146500
6,1,4,4,1362.0,5,1362,1362,2.0,4,6,4,2.0,2,2.0,1Story,VinylSd,Stone,PConc,Attchd,194700
7,0,4,4,1218.0,5,1218,1218,3.0,4,6,0,0.0,3,2.0,1Story,CemntBd,Stone,PConc,Attchd,230348
6,60,3,2,1124.0,3,1068,1068,2.0,3,5,4,87.0,1,1.0,1Story,Wd Sdng,None,BrkTil,Detchd,109500
6,27,3,4,1625.0,3,1625,1625,2.5,2,6,3,27.0,3,2.0,1Story,Plywood,None,CBlock,Attchd,242500
7,19,4,4,1064.0,4,1064,1767,3.0,4,5,3,19.0,2,2.0,2Story,HdBoard,None,PConc,Attchd,239000
6,6,3,3,1050.0,5,1050,1050,2.0,4,6,0,52.0,2,1.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,156000
4,51,3,3,907.0,5,907,907,1.0,3,5,0,44.0,1,1.0,1Story,MetalSd,None,CBlock,Detchd,109008
2,57,3,0,0.0,5,640,845,1.0,3,4,0,57.0,1,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,68104
8,13,4,4,1242.0,5,1251,2501,2.5,4,9,3,13.0,2,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,290000
5,44,3,4,1209.0,4,1209,1209,2.0,3,6,0,44.0,2,2.0,1Story,HdBoard,None,PConc,Attchd,159000
4,58,3,3,348.0,3,453,906,1.0,3,5,0,71.0,1,1.0,2Story,MetalSd,None,PConc,Basment,87000
8,8,4,4,1581.0,5,1601,1601,3.0,4,6,3,9.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,272000
7,0,4,4,1336.0,5,1336,1336,3.0,4,6,0,1.0,1,2.0,1Story,VinylSd,None,PConc,Attchd,198000
4,23,3,3,801.0,4,1095,1656,2.0,3,8,0,50.0,1,2.0,1.5Fin,MetalSd,None,BrkTil,Detchd,119164
7,7,4,4,982.0,5,1008,1892,2.5,3,8,3,8.0,2,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,226750
3,39,3,2,978.0,3,1014,1699,3.0,3,7,0,89.0,1,2.0,2Story,HdBoard,None,CBlock,CarPort,95000
6,60,3,3,780.0,3,780,1416,1.5,3,6,0,62.0,1,1.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,139900
4,3,4,3,672.0,4,672,672,1.0,3,4,0,11.0,1,1.0,1Story,VinylSd,None,PConc,Detchd,86900
5,40,3,3,1113.0,5,1160,1160,2.0,4,6,0,40.0,1,1.0,1Story,Plywood,None,CBlock,Attchd,152500
4,55,3,4,911.0,3,930,930,1.0,3,5,0,55.0,2,1.0,1Story,MetalSd,Stone,CBlock,Attchd,99000
6,15,4,4,1575.0,4,1575,1575,3.0,4,5,0,15.0,2,2.0,1Story,Plywood,None,PConc,Attchd,179200
5,40,3,3,1059.0,4,1059,1059,2.0,3,6,0,40.0,3,1.0,1Story,Plywood,None,CBlock,Attchd,142500
4,43,3,3,1005.0,3,1005,1005,2.0,3,5,0,43.0,1,2.0,1Story,HdBoard,None,CBlock,Detchd,115400
7,6,4,4,1057.0,5,1057,1929,3.5,4,7,3,6.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,226000
7,1,4,4,600.0,5,520,1200,2.5,4,4,0,1.0,2,2.0,2Story,MetalSd,None,PConc,Detchd,144152
8,5,4,5,1765.0,5,1804,2690,2.5,4,9,4,5.0,3,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,370000
5,26,3,4,833.0,3,833,833,2.0,4,5,0,26.0,1,2.0,1Story,VinylSd,None,CBlock,Attchd,149900
6,0,4,4,728.0,4,728,1456,2.5,3,8,0,0.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,172785
5,5,3,3,864.0,4,864,864,2.0,4,5,0,27.0,2,2.0,1Story,VinylSd,None,CBlock,Detchd,129000
6,11,3,4,1362.0,3,1586,1586,2.0,3,7,3,30.0,1,2.0,1Story,HdBoard,None,CBlock,Attchd,181000
5,50,3,3,1058.0,5,1370,1370,2.0,3,6,3,50.0,2,1.0,SLvl,Wd Sdng,BrkFace,CBlock,Basment,148000
7,3,4,4,1373.0,5,1555,1555,2.0,4,7,3,4.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,192500
6,28,3,4,716.0,3,716,1556,3.5,3,6,3,28.0,3,2.0,2Story,MetalSd,None,CBlock,Attchd,151000
5,35,3,3,882.0,3,882,882,2.0,3,5,0,27.0,1,2.0,1Story,VinylSd,None,CBlock,Detchd,112500
5,57,3,3,915.0,3,1167,1167,1.0,3,6,4,35.0,1,2.0,1Story,Stucco,None,BrkTil,Detchd,144000
9,0,5,5,1800.0,5,1800,1800,3.0,5,6,4,0.0,2,3.0,1Story,MetalSd,BrkFace,PConc,Attchd,370967
6,35,3,3,855.0,3,855,1456,2.5,4,6,3,35.0,1,2.0,2Story,Plywood,None,CBlock,Attchd,149900
7,7,4,4,831.0,5,831,1660,2.5,4,7,0,7.0,2,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,195000
7,15,3,4,384.0,4,812,1482,2.5,4,7,3,15.0,3,2.0,SLvl,HdBoard,BrkFace,PConc,Attchd,163900
6,23,3,4,1190.0,5,1522,1522,2.0,3,7,3,23.0,3,2.0,1Story,Wd Sdng,BrkFace,PConc,Attchd,182000
9,1,5,5,2190.0,5,2036,2036,3.0,5,9,5,1.0,3,3.0,1Story,CemntBd,Stone,CBlock,Attchd,410000
5,18,3,4,1582.0,3,1595,1595,3.0,3,5,0,18.0,1,2.0,1Story,HdBoard,None,PConc,Detchd,152000
7,1,4,4,891.0,5,891,1686,2.5,4,8,0,1.0,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,184000
7,10,3,4,1344.0,5,1344,1344,4.0,3,8,0,11.0,3,4.0,SFoyer,VinylSd,BrkFace,PConc,Attchd,206300
5,36,3,3,1652.0,3,1652,1652,2.0,3,8,0,36.0,1,3.0,1Story,Plywood,None,CBlock,2Types,146500
4,54,3,3,832.0,3,832,1337,1.0,3,5,0,54.0,1,1.0,1.5Fin,MetalSd,None,CBlock,Attchd,108000
7,14,3,3,570.0,4,1222,1920,3.0,4,8,3,38.0,2,2.0,SLvl,MetalSd,BrkFace,CBlock,Attchd,170000
6,4,4,4,848.0,5,848,848,2.0,4,3,0,4.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,145000
7,34,3,4,1057.0,3,1055,1055,2.5,3,4,2,34.0,2,2.0,1Story,Plywood,None,CBlock,Attchd,123000
6,11,3,4,1291.0,5,1291,1291,2.0,4,6,4,12.0,1,2.0,1Story,Wd Sdng,None,PConc,Attchd,173000
6,7,3,3,624.0,4,720,720,1.0,3,5,0,5.0,1,2.0,1Story,VinylSd,None,BrkTil,Detchd,105900
4,36,3,4,462.0,3,526,988,2.0,3,5,0,36.0,1,1.0,SLvl,CemntBd,None,CBlock,BuiltIn,91000
5,4,3,3,1067.0,2,986,1523,3.0,2,7,3,60.0,1,1.0,1.5Fin,BrkComm,None,BrkTil,Attchd,158000
7,5,4,4,864.0,5,864,1728,2.5,4,7,0,5.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,190000
8,13,4,4,1230.0,5,1239,1239,2.5,4,4,2,13.0,3,2.0,1Story,BrkFace,None,PConc,Attchd,217500
5,50,3,3,1151.0,4,1151,1955,2.0,3,7,0,50.0,3,1.0,1.5Fin,WdShing,BrkFace,CBlock,Attchd,165500
7,59,3,3,704.0,5,860,1564,1.5,2,7,4,68.0,1,1.0,2Story,MetalSd,None,CBlock,Attchd,174500
4,54,3,5,416.0,4,1204,1204,1.0,3,6,0,54.0,1,1.0,SLvl,Wd Sdng,None,CBlock,Basment,100000
6,52,3,3,1329.0,3,1329,1329,1.5,4,6,0,52.0,1,1.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,172000
5,32,3,3,864.0,3,879,879,1.0,3,5,0,32.0,1,2.0,1Story,HdBoard,None,CBlock,Attchd,120000
4,59,2,3,721.0,4,841,841,1.0,3,4,0,59.0,1,1.0,1Story,Wd Sdng,None,CBlock,CarPort,82000
6,56,3,3,784.0,5,900,1312,1.5,3,6,0,53.0,1,2.0,1.5Fin,VinylSd,None,CBlock,Detchd,127000
6,58,3,4,735.0,2,1134,2058,1.5,3,8,4,58.0,1,2.0,2.5Unf,AsbShng,None,BrkTil,Detchd,129500
8,25,4,4,1220.0,4,1360,1360,2.0,4,4,5,25.0,2,2.0,1Story,HdBoard,None,CBlock,Attchd,187500
8,5,4,5,1778.0,5,1786,1786,3.0,4,6,4,6.0,2,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,300000
6,35,3,3,825.0,4,1097,1993,2.5,3,8,4,35.0,2,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,190000
4,57,2,3,951.0,2,986,1362,2.0,3,7,0,87.0,1,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,96000
7,2,4,4,1092.0,5,1112,1550,3.0,4,7,0,2.0,3,2.0,2Story,CemntBd,Stone,PConc,Attchd,241000
5,45,3,3,1140.0,3,1696,1696,1.5,3,8,3,45.0,2,1.0,1Story,HdBoard,None,CBlock,Attchd,143900
4,36,3,3,546.0,3,546,1092,1.5,3,5,0,36.0,1,1.0,2Story,CemntBd,None,CBlock,CarPort,87550
9,5,5,5,1752.0,5,1752,1752,3.0,5,6,4,5.0,2,2.0,1Story,MetalSd,BrkFace,PConc,Attchd,319900
9,0,4,5,1094.0,5,1102,2473,2.5,4,11,4,0.0,3,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,356383
9,2,4,5,1800.0,5,1800,1800,2.0,5,7,0,2.0,3,2.0,1Story,VinylSd,None,PConc,Attchd,239000
7,14,4,4,1080.0,5,1108,2197,3.5,4,9,4,15.0,3,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,287500
5,57,3,3,720.0,3,854,1382,1.5,3,7,0,16.0,1,2.0,1.5Fin,MetalSd,None,CBlock,Detchd,128500
7,6,4,4,847.0,5,847,1733,2.5,4,7,4,6.0,3,2.0,2Story,VinylSd,None,PConc,BuiltIn,185088
7,1,4,4,1402.0,5,1402,1402,2.0,4,7,0,1.0,2,2.0,1Story,VinylSd,None,PConc,Attchd,229800
5,23,3,3,864.0,3,887,887,1.5,3,5,0,23.0,2,1.0,1Story,Plywood,None,CBlock,Attchd,124500
5,38,3,3,1051.0,4,1051,1051,2.0,3,6,0,38.0,2,2.0,1Story,MetalSd,None,CBlock,Attchd,142000
6,56,3,3,755.0,5,755,1510,1.0,3,6,0,86.0,1,1.0,2Story,MetalSd,None,PConc,Detchd,149000
5,35,3,3,1656.0,3,1656,1656,2.0,3,8,0,35.0,1,2.0,1Story,Plywood,BrkFace,CBlock,Detchd,135000
6,31,3,4,1078.0,3,958,958,2.0,3,5,3,30.0,2,2.0,1Story,Plywood,None,CBlock,Attchd,128000
8,14,4,4,3200.0,5,3228,3228,4.0,4,10,4,15.0,2,2.0,1Story,BrkFace,None,PConc,Attchd,430000
5,39,3,3,1040.0,3,1040,1040,2.5,3,5,0,16.0,3,2.0,1Story,HdBoard,None,CBlock,Detchd,145000
5,4,3,3,661.0,5,661,1250,2.0,3,8,4,22.0,1,2.0,1.5Fin,Wd Sdng,None,PConc,Detchd,139000
6,4,3,4,585.0,5,1140,1868,3.5,3,7,3,23.0,3,2.0,SLvl,VinylSd,BrkFace,CBlock,BuiltIn,178000
10,2,5,5,1620.0,5,1632,2790,3.5,5,10,5,3.0,3,4.0,2Story,CemntBd,BrkFace,PConc,BuiltIn,460000
6,15,3,3,844.0,4,1445,2134,2.0,4,10,0,79.0,1,2.0,2.5Unf,Wd Sdng,None,BrkTil,Detchd,214500
7,10,4,4,992.0,5,1022,2060,3.5,4,8,3,10.0,2,2.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,214000
6,11,3,3,901.0,4,861,1378,1.0,4,6,0,89.0,1,1.0,1.5Fin,Wd Sdng,None,PConc,Detchd,128900
4,32,3,3,1249.0,5,1622,1622,2.0,3,7,3,32.0,3,4.0,1Story,MetalSd,Stone,CBlock,2Types,168000
8,21,4,4,1074.0,5,1088,1088,1.5,4,5,0,20.0,2,2.0,1Story,HdBoard,None,CBlock,Attchd,170000
5,47,3,3,1040.0,3,1040,1040,1.0,3,6,0,47.0,2,1.0,1Story,BrkFace,None,CBlock,Attchd,133700
6,11,3,3,602.0,3,900,1502,1.5,4,7,3,84.0,1,1.0,2Story,Wd Sdng,None,PConc,Detchd,165000
6,37,3,3,483.0,3,483,987,1.5,3,5,0,37.0,1,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,89500
6,48,3,3,588.0,3,1095,1095,2.0,3,6,0,48.0,2,1.0,SLvl,HdBoard,BrkFace,CBlock,Attchd,140000
7,2,4,4,970.0,5,970,1709,2.0,4,7,0,2.0,1,2.0,2Story,VinylSd,Stone,PConc,Detchd,134000
6,13,4,4,836.0,5,844,1731,3.5,4,7,0,14.0,2,2.0,2Story,HdBoard,None,PConc,Attchd,248500
4,5,3,3,648.0,5,960,960,1.5,3,3,0,41.0,1,1.0,SLvl,VinylSd,None,CBlock,Attchd,145000
6,31,3,4,713.0,3,811,1552,3.5,3,6,3,31.0,2,2.0,2Story,VinylSd,None,CBlock,Attchd,179900
8,0,4,5,1795.0,5,1795,1795,2.0,4,7,4,0.0,2,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,147000
5,19,3,4,624.0,4,624,1274,1.5,3,6,0,17.0,1,2.0,2Story,HdBoard,None,PConc,Detchd,136000
6,60,3,3,572.0,5,848,1196,2.0,3,6,4,37.0,1,2.0,1.5Fin,MetalSd,None,CBlock,Detchd,128000
4,8,3,2,560.0,5,704,704,1.5,2,4,0,63.0,1,1.0,1Story,MetalSd,None,CBlock,CarPort,88750
5,55,3,3,972.0,3,972,972,1.0,3,5,0,55.0,1,1.0,1Story,MetalSd,None,CBlock,Attchd,122500
6,60,3,3,912.0,3,912,1458,1.5,3,6,4,62.0,1,1.0,1.5Fin,VinylSd,None,CBlock,Attchd,97500
6,43,3,3,1008.0,3,1008,1008,1.0,3,5,0,43.0,2,2.0,1Story,MetalSd,BrkFace,CBlock,Attchd,135000
9,0,5,5,1822.0,5,1828,1828,2.0,4,9,4,0.0,1,3.0,1Story,CemntBd,BrkFace,PConc,Attchd,314813
6,9,4,3,698.0,3,786,1176,1.0,3,4,0,10.0,1,2.0,1.5Fin,MetalSd,None,BrkTil,Detchd,134900
5,7,3,3,1057.0,4,1057,1057,1.5,4,6,0,51.0,1,1.0,1Story,MetalSd,Stone,CBlock,Attchd,137000
8,13,4,4,2109.0,5,2113,2113,3.5,4,7,3,13.0,3,3.0,1Story,MetalSd,BrkFace,PConc,Attchd,350000
5,31,3,3,943.0,3,1387,1387,2.0,3,6,3,32.0,2,1.0,1Story,MetalSd,None,CBlock,Attchd,145000
9,1,4,5,1704.0,5,1722,2758,2.5,5,9,5,2.0,3,3.0,2Story,MetalSd,BrkFace,PConc,BuiltIn,418000
3,56,3,3,798.0,4,840,840,1.0,2,5,0,68.0,1,1.0,1Story,Wd Sdng,None,PConc,Detchd,64000
5,9,3,3,793.0,5,848,1520,1.0,3,6,0,41.0,1,1.0,1.5Fin,VinylSd,None,BrkTil,Detchd,159434
8,0,4,4,1542.0,5,1542,1542,3.0,4,6,4,0.0,1,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,260261
5,58,3,3,910.0,2,910,1385,2.0,3,6,0,10.0,1,2.0,1.5Fin,BrkFace,None,CBlock,Detchd,166000
5,45,3,3,896.0,3,936,936,2.0,3,6,1,45.0,2,1.0,SFoyer,HdBoard,None,CBlock,Attchd,130000
5,56,3,2,824.0,3,824,1288,1.0,3,6,0,65.0,1,1.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,112000
5,45,3,3,1120.0,4,1128,1128,3.0,3,6,0,45.0,2,2.0,1Story,MetalSd,BrkFace,CBlock,Attchd,155000
8,0,4,5,774.0,5,774,1968,2.5,5,8,4,1.0,3,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,269500
6,42,3,3,1246.0,3,1246,1246,2.0,3,6,4,42.0,2,2.0,SLvl,HdBoard,None,CBlock,Attchd,172000
7,23,3,3,800.0,3,960,1740,1.5,3,6,4,67.0,1,1.0,2Story,Wd Sdng,None,CBlock,Attchd,219500
5,43,3,3,925.0,4,925,925,2.0,3,5,0,16.0,1,2.0,1Story,HdBoard,None,PConc,Detchd,133500
7,7,3,4,384.0,5,774,1430,2.5,3,8,3,7.0,2,2.0,SLvl,VinylSd,None,PConc,BuiltIn,170000
8,7,4,3,930.0,3,930,1566,2.0,4,7,0,80.0,1,1.0,2Story,Wd Sdng,None,BrkTil,Detchd,150000
5,55,3,3,984.0,3,950,950,1.0,3,5,0,55.0,1,2.0,1Story,MetalSd,None,PConc,Detchd,130000
5,47,3,3,1144.0,3,1144,1144,2.0,3,6,3,47.0,2,1.0,SLvl,HdBoard,BrkFace,CBlock,Attchd,143000
5,47,3,3,1114.0,3,1114,1114,2.0,3,5,0,47.0,2,2.0,1Story,Plywood,None,CBlock,Attchd,140000
7,34,3,4,2223.0,5,2223,2223,3.0,3,8,4,34.0,3,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,244000
5,11,3,3,530.0,3,581,1111,1.0,2,6,0,72.0,1,1.0,2.5Unf,MetalSd,None,BrkTil,Detchd,101000
5,48,3,3,960.0,5,960,960,1.0,3,5,0,4.0,1,2.0,1Story,HdBoard,None,CBlock,Detchd,125000
6,10,3,4,932.0,4,932,1633,2.5,3,7,3,10.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,183000
6,54,3,3,936.0,3,984,984,2.0,3,4,0,54.0,1,1.0,1.5Unf,MetalSd,None,CBlock,Detchd,112500
6,26,3,4,1686.0,3,1686,1686,3.0,3,7,3,26.0,1,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,207500
7,1,4,4,1614.0,5,1614,1614,2.0,4,7,4,1.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,225000
5,34,3,3,864.0,5,864,864,1.0,3,5,0,29.0,1,1.0,1Story,VinylSd,None,CBlock,Detchd,119900
7,0,4,5,1721.0,5,1740,1740,2.0,4,8,0,0.0,2,3.0,1Story,VinylSd,Stone,PConc,Attchd,293000
5,13,3,3,1461.0,4,1721,1721,2.5,3,7,3,38.0,2,2.0,1Story,Plywood,None,CBlock,Attchd,180000
6,34,3,3,1012.0,3,1034,1034,2.0,3,6,0,34.0,1,3.0,SLvl,HdBoard,BrkFace,CBlock,Attchd,169900
6,32,3,0,0.0,3,1318,1902,2.0,3,8,0,32.0,1,2.0,1.5Fin,VinylSd,None,Slab,Attchd,112000
6,25,3,4,1040.0,3,1097,1097,2.0,3,6,0,24.0,1,2.0,1Story,HdBoard,None,PConc,Attchd,152000
9,0,4,4,1090.0,5,1117,2206,2.5,5,10,4,1.0,3,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,300000
6,34,3,3,1029.0,3,1117,1117,2.0,3,6,3,34.0,1,2.0,SLvl,Plywood,None,CBlock,Detchd,107000
4,60,3,3,777.0,4,1246,2290,2.0,3,11,0,39.0,1,2.0,2Story,VinylSd,None,PConc,Detchd,122500
6,34,3,3,483.0,3,483,948,1.5,3,5,0,34.0,1,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,89000
6,60,3,2,600.0,5,600,919,1.0,3,5,0,70.0,1,1.0,1.5Fin,VinylSd,None,CBlock,Detchd,95000
6,39,3,3,912.0,5,1152,1152,2.5,3,7,0,39.0,2,2.0,1Story,MetalSd,BrkFace,CBlock,Attchd,143450
9,0,5,5,1590.0,5,1627,2334,2.5,5,10,4,1.0,3,3.0,2Story,VinylSd,Stone,PConc,Attchd,376162
5,50,3,3,1268.0,3,1264,1264,2.0,3,6,4,50.0,1,2.0,1Story,MetalSd,BrkFace,CBlock,Attchd,167500
5,30,3,4,1086.0,3,1224,1224,3.0,3,6,3,30.0,1,2.0,SFoyer,Plywood,Stone,CBlock,Detchd,153337
6,59,3,3,672.0,3,697,1369,3.0,3,6,0,79.0,1,1.0,2Story,Wd Sdng,None,BrkTil,Detchd,103600
5,34,3,3,894.0,3,894,894,2.0,3,5,0,34.0,1,1.0,1Story,HdBoard,None,CBlock,Attchd,128200
6,10,4,4,756.0,5,769,1573,2.5,4,5,0,10.0,1,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,177500
8,8,4,4,1671.0,5,1687,2250,3.5,4,7,5,8.0,3,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,320000
6,9,3,4,794.0,5,819,1514,3.5,3,7,3,9.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,190000
5,55,3,3,811.0,3,811,1387,2.0,4,7,0,55.0,1,1.0,1.5Fin,Wd Sdng,None,CBlock,BuiltIn,93000
4,58,3,3,649.0,3,649,1317,1.0,3,6,0,88.0,1,1.0,2Story,BrkFace,None,BrkTil,Detchd,40000
4,60,2,3,756.0,4,952,952,1.0,3,5,0,114.0,2,1.0,1Story,Wd Sdng,None,CBlock,Detchd,50138
6,31,3,3,1143.0,3,1113,1113,2.5,3,6,2,20.0,2,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,148000
5,53,3,3,740.0,5,778,778,1.0,3,4,4,42.0,3,1.0,1Story,VinylSd,None,CBlock,Detchd,120500
6,59,3,3,778.0,3,944,1489,2.0,3,7,4,69.0,1,1.0,1.5Fin,VinylSd,None,BrkTil,Detchd,139500
9,1,5,5,1698.0,5,1698,1698,3.0,5,8,4,2.0,3,3.0,1Story,CemntBd,Stone,PConc,Attchd,320000
7,27,3,3,1005.0,3,1262,2267,2.5,3,7,4,70.0,3,2.0,2Story,Wd Sdng,None,CBlock,Attchd,219000
5,23,3,4,864.0,3,902,902,2.0,3,5,0,23.0,1,2.0,1Story,HdBoard,None,CBlock,Attchd,131000
6,1,4,4,738.0,5,738,1495,2.5,4,7,4,1.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,171925
5,11,4,4,1348.0,4,1384,1384,3.0,4,7,0,12.0,1,2.0,1Story,HdBoard,None,PConc,Attchd,177900
6,57,3,3,585.0,3,851,1436,1.0,3,7,4,15.0,1,1.0,2Story,VinylSd,None,BrkTil,Detchd,141500
6,10,4,4,952.0,4,952,1636,3.5,3,7,3,11.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,191000
6,2,3,4,1158.0,5,1158,1158,2.5,4,5,0,0.0,1,2.0,1Story,VinylSd,None,PConc,Detchd,158000
8,0,4,4,1638.0,5,1646,1646,2.0,4,6,4,0.0,2,3.0,1Story,VinylSd,Stone,PConc,Attchd,248900
5,57,3,4,731.0,5,981,1768,2.5,4,7,3,68.0,1,1.0,1.5Fin,Wd Sdng,BrkFace,BrkTil,Detchd,175000
6,6,3,3,1187.0,5,1565,1565,3.0,4,7,3,41.0,2,1.0,1Story,BrkFace,None,PConc,Attchd,185900
7,36,3,4,880.0,2,880,1768,1.5,3,6,3,92.0,1,2.0,2.5Unf,Wd Sdng,None,BrkTil,Detchd,163000
6,30,3,3,1008.0,3,1096,1096,2.0,3,6,2,30.0,1,2.0,SLvl,HdBoard,BrkFace,CBlock,Attchd,157500
7,10,4,4,1177.0,5,1223,2312,3.5,4,8,3,10.0,3,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,245000
8,15,4,4,1337.0,4,1337,1337,3.0,4,5,3,15.0,2,2.0,1Story,HdBoard,None,PConc,Attchd,180000
7,3,4,4,551.0,5,551,1102,2.5,4,4,0,3.0,1,2.0,2Story,MetalSd,None,PConc,Detchd,148800
2,59,3,3,290.0,3,438,438,1.0,2,3,0,79.0,1,1.0,1Story,Wd Sdng,None,CBlock,Detchd,60000
5,32,3,4,456.0,5,1033,1033,1.5,3,6,0,32.0,2,2.0,SFoyer,HdBoard,BrkFace,CBlock,BuiltIn,165000
7,5,4,4,1129.0,5,1129,2327,2.5,4,9,4,5.0,2,2.0,2Story,VinylSd,None,PConc,BuiltIn,240000
7,14,3,4,1168.0,4,1187,1187,2.0,4,6,0,15.0,2,2.0,1Story,HdBoard,BrkFace,PConc,Attchd,160000
6,56,3,3,780.0,3,816,1340,2.0,3,6,0,61.0,1,1.0,1.5Fin,Wd Sdng,None,CBlock,Attchd,128000
6,1,3,3,1562.0,4,1567,1567,3.0,4,5,4,43.0,1,2.0,1Story,MetalSd,BrkFace,CBlock,Attchd,256000
7,21,3,3,650.0,5,832,1482,1.5,3,7,0,79.0,1,2.0,2Story,VinylSd,None,PConc,Detchd,143000
7,0,4,4,1689.0,5,1689,1689,2.0,4,7,0,0.0,3,2.0,1Story,VinylSd,None,PConc,Attchd,231713
5,17,3,4,1100.0,3,1424,1424,2.5,3,7,0,38.0,1,3.0,1Story,HdBoard,None,CBlock,2Types,155000
